Custid,Dayswus,Age,Edu,Income,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,YearsAsCustomer,logIncome,logLTV,FrequencyScore,RecencyScore,MonetaryScore,RFM,value_labels,preference_labels,merged_labels
128.0,817.0,70.0,19.0,115093.0,30.0,60.0,1475.0,667.0,1.0,39.0,11.0,31.0,4.0,15.0,8.0,14.0,1.0,2.2,11.653495776179415,6.502790045915623,4,2,4,10,1,2,2
129.0,793.0,71.0,16.0,112374.0,23.0,45.0,1023.0,256.0,14.0,53.0,10.0,25.0,2.0,10.0,1.0,33.0,3.0,2.2,11.62958787295791,5.545177444479562,3,3,3,9,2,2,1
130.0,1219.0,48.0,18.0,61753.0,21.0,0.0,894.0,246.0,27.0,54.0,6.0,23.0,7.0,10.0,22.0,30.0,6.0,3.3,11.03089783630606,5.5053315359323625,3,4,3,10,0,2,1
131.0,1139.0,24.0,16.0,31156.0,5.0,18.0,85.0,10.0,26.0,3.0,22.0,44.0,22.0,9.0,28.0,64.0,8.0,3.1,10.34676212203984,2.302585092994046,2,4,2,8,0,1,0
132.0,1063.0,38.0,16.0,49329.0,5.0,72.0,68.0,-19.0,90.0,64.0,6.0,19.0,10.0,0.0,40.0,49.0,5.0,2.9,10.806267422382335,0.0,2,2,2,6,0,0,3
133.0,808.0,48.0,19.0,71557.0,11.0,15.0,342.0,88.0,16.0,87.0,0.0,12.0,1.0,0.0,11.0,60.0,7.0,2.2,11.178249613881931,4.477336814478207,2,4,2,8,2,0,3
134.0,1129.0,42.0,19.0,60111.0,11.0,13.0,349.0,-39.0,69.0,76.0,1.0,22.0,1.0,0.0,2.0,44.0,7.0,3.1,11.003948132061856,0.0,2,4,2,8,0,0,3
135.0,741.0,61.0,15.0,72873.0,12.0,86.0,386.0,139.0,12.0,61.0,7.0,25.0,7.0,0.0,9.0,15.0,1.0,2.0,11.196473479022334,4.934473933130692,2,1,3,6,2,0,3
136.0,823.0,56.0,17.0,91559.0,19.0,96.0,770.0,180.0,21.0,53.0,6.0,28.0,6.0,7.0,4.0,32.0,3.0,2.3,11.424738852206946,5.19295685089021,3,1,3,7,2,2,1
137.0,1039.0,42.0,15.0,61077.0,13.0,13.0,438.0,66.0,38.0,33.0,27.0,26.0,2.0,12.0,3.0,36.0,4.0,2.8,11.019890642212786,4.189654742026425,3,4,3,10,0,2,1
138.0,1079.0,54.0,17.0,62028.0,6.0,42.0,152.0,24.0,32.0,79.0,2.0,14.0,1.0,3.0,23.0,48.0,5.0,3.0,11.03534117498404,3.1780538303479458,2,3,2,7,0,0,3
139.0,834.0,45.0,17.0,62529.0,7.0,27.0,187.0,27.0,27.0,91.0,0.0,7.0,1.0,1.0,8.0,50.0,5.0,2.3,11.04338572810978,3.295836866004329,2,3,2,7,2,0,3
140.0,733.0,64.0,20.0,107978.0,31.0,95.0,1534.0,474.0,7.0,84.0,1.0,14.0,0.0,1.0,1.0,33.0,4.0,2.0,11.589682781652236,6.161207321695077,4,1,4,9,1,0,2
141.0,1228.0,48.0,19.0,70664.0,16.0,50.0,596.0,153.0,21.0,88.0,1.0,10.0,0.0,1.0,10.0,43.0,5.0,3.4,11.165691528424968,5.030437921392435,3,3,3,9,0,0,3
142.0,862.0,62.0,19.0,87135.0,12.0,43.0,384.0,82.0,15.0,74.0,1.0,22.0,1.0,2.0,6.0,35.0,4.0,2.4,11.375213919094742,4.406719247264253,2,3,2,7,2,0,3
143.0,1101.0,50.0,16.0,69849.0,16.0,65.0,599.0,58.0,39.0,27.0,3.0,21.0,19.0,30.0,20.0,51.0,7.0,3.0,11.154091048190358,4.060443010546419,3,2,3,8,0,1,0
144.0,746.0,47.0,19.0,83657.0,25.0,24.0,1145.0,252.0,17.0,83.0,1.0,15.0,0.0,0.0,2.0,43.0,7.0,2.0,11.334480384922196,5.529429087511423,4,4,4,12,2,0,3
145.0,623.0,50.0,18.0,73665.0,5.0,81.0,119.0,26.0,26.0,82.0,1.0,16.0,1.0,0.0,10.0,46.0,3.0,1.7,11.207283067141455,3.258096538021482,2,1,2,5,2,0,3
146.0,973.0,64.0,18.0,114686.0,36.0,49.0,1856.0,517.0,5.0,73.0,2.0,17.0,3.0,5.0,3.0,36.0,4.0,2.7,11.649953238126422,6.248042874508429,4,3,4,11,1,0,2
147.0,697.0,38.0,19.0,52077.0,4.0,8.0,92.0,-1.0,51.0,67.0,1.0,31.0,0.0,1.0,3.0,40.0,5.0,1.9,10.86047867153666,0.0,1,4,2,7,2,0,3
148.0,935.0,53.0,16.0,81178.0,17.0,95.0,662.0,154.0,14.0,73.0,4.0,13.0,4.0,6.0,15.0,37.0,4.0,2.6,11.3043995534794,5.0369526024136295,3,1,3,7,2,0,3
149.0,598.0,66.0,19.0,97010.0,28.0,72.0,1348.0,359.0,6.0,93.0,0.0,6.0,0.0,0.0,1.0,40.0,6.0,1.6,11.48256934495533,5.883322388488279,4,2,4,10,2,0,3
150.0,1241.0,54.0,15.0,72949.0,18.0,28.0,711.0,-5.0,51.0,41.0,11.0,19.0,23.0,6.0,30.0,37.0,7.0,3.4,11.197515845837785,0.0,3,3,3,9,0,1,0
151.0,767.0,47.0,14.0,60745.0,16.0,49.0,592.0,166.0,7.0,51.0,5.0,30.0,6.0,7.0,18.0,49.0,7.0,2.1,11.014440053288842,5.111987788356544,3,3,3,9,2,2,1
152.0,582.0,66.0,16.0,98152.0,25.0,21.0,1141.0,297.0,7.0,29.0,1.0,54.0,5.0,11.0,2.0,22.0,3.0,1.6,11.49427257647102,5.6937321388027,4,4,4,12,2,2,1
153.0,802.0,75.0,15.0,89645.0,18.0,65.0,715.0,219.0,3.0,33.0,5.0,47.0,1.0,14.0,29.0,18.0,2.0,2.2,11.403612705029529,5.389071729816501,3,2,3,8,2,2,1
154.0,795.0,33.0,17.0,53555.0,8.0,40.0,216.0,16.0,40.0,46.0,1.0,36.0,14.0,4.0,35.0,60.0,8.0,2.2,10.88846444219873,2.772588722239781,2,3,2,7,2,2,1
155.0,588.0,48.0,19.0,71375.0,8.0,10.0,217.0,38.0,32.0,68.0,2.0,26.0,1.0,2.0,17.0,48.0,5.0,1.6,11.175702946958312,3.6375861597263857,2,4,2,8,2,0,3
156.0,1018.0,70.0,19.0,110624.0,39.0,75.0,2039.0,680.0,1.0,37.0,4.0,49.0,3.0,7.0,10.0,13.0,2.0,2.8,11.613892342721352,6.522092798170152,4,2,4,10,1,2,2
157.0,623.0,75.0,16.0,99820.0,26.0,96.0,1220.0,346.0,2.0,32.0,7.0,53.0,7.0,1.0,2.0,13.0,1.0,1.7,11.5111238430236,5.846438775057725,4,1,4,9,2,2,1
158.0,866.0,60.0,17.0,81789.0,15.0,88.0,547.0,266.0,4.0,61.0,0.0,23.0,8.0,8.0,3.0,53.0,6.0,2.4,11.311898039220727,5.583496308781699,3,1,3,7,2,0,3
159.0,713.0,78.0,14.0,133815.0,46.0,24.0,2470.0,803.0,1.0,39.0,14.0,32.0,8.0,7.0,1.0,15.0,2.0,2.0,11.804213528015994,6.688354713946762,4,4,4,12,1,2,2
160.0,960.0,23.0,16.0,51453.0,1.0,465.0,20.0,-2.0,68.0,16.0,9.0,41.0,15.0,19.0,15.0,66.0,8.0,2.6,10.84842404860019,0.0,1,1,1,3,0,1,0
161.0,991.0,52.0,19.0,62710.0,8.0,64.0,218.0,-2.0,51.0,86.0,1.0,12.0,0.0,1.0,5.0,60.0,8.0,2.7,11.046276203537069,0.0,2,2,2,6,0,0,3
162.0,929.0,58.0,18.0,83532.0,20.0,2.0,840.0,431.0,6.0,85.0,1.0,13.0,0.0,1.0,1.0,35.0,5.0,2.5,11.332985070956669,6.066108090103747,3,4,3,10,1,0,2
163.0,731.0,63.0,19.0,97551.0,13.0,54.0,441.0,-24.0,57.0,70.0,4.0,25.0,1.0,0.0,2.0,53.0,5.0,2.0,11.488130597151969,0.0,3,2,3,8,2,0,3
164.0,1208.0,49.0,15.0,75317.0,19.0,97.0,777.0,240.0,11.0,77.0,2.0,10.0,1.0,10.0,13.0,46.0,6.0,3.3,11.229461151919434,5.480638923341991,3,1,3,7,0,0,3
165.0,936.0,30.0,17.0,50315.0,2.0,96.0,32.0,6.0,32.0,41.0,3.0,14.0,23.0,18.0,1.0,38.0,4.0,2.6,10.826058522367434,1.791759469228055,1,1,1,3,2,2,1
166.0,1078.0,72.0,16.0,122266.0,37.0,58.0,1922.0,707.0,1.0,30.0,9.0,50.0,5.0,6.0,1.0,22.0,3.0,3.0,11.713954278118768,6.561030665896573,4,2,4,10,1,2,2
167.0,804.0,30.0,15.0,40016.0,7.0,32.0,183.0,-50.0,83.0,29.0,4.0,47.0,13.0,6.0,8.0,67.0,9.0,2.2,10.5970346531174,0.0,2,3,2,7,0,2,1
168.0,821.0,77.0,17.0,104534.0,37.0,71.0,1920.0,1025.0,0.0,49.0,5.0,35.0,8.0,4.0,1.0,15.0,3.0,2.2,11.557267656320963,6.932447891572509,4,2,4,10,1,2,2
169.0,1107.0,58.0,15.0,103628.0,29.0,68.0,1401.0,595.0,15.0,54.0,10.0,24.0,1.0,11.0,4.0,29.0,4.0,3.0,11.54856284256136,6.38856140554563,4,2,4,10,1,2,2
170.0,647.0,37.0,19.0,68440.0,4.0,22.0,76.0,3.0,45.0,65.0,2.0,22.0,6.0,5.0,2.0,33.0,2.0,1.8,11.13371272800613,1.0986122886681098,1,4,2,7,2,0,3
171.0,786.0,44.0,19.0,60119.0,7.0,77.0,184.0,-42.0,82.0,81.0,1.0,16.0,2.0,1.0,7.0,59.0,7.0,2.2,11.004081210328708,0.0,2,2,2,6,2,0,3
172.0,882.0,33.0,14.0,51602.0,5.0,71.0,69.0,1.0,48.0,19.0,17.0,36.0,15.0,12.0,58.0,61.0,6.0,2.4,10.85131571040844,0.0,2,2,2,6,0,1,0
173.0,965.0,67.0,18.0,86621.0,26.0,15.0,1205.0,393.0,2.0,51.0,5.0,37.0,2.0,5.0,2.0,15.0,3.0,2.6,11.369297559379882,5.973809611869261,4,4,4,12,1,2,2
174.0,825.0,26.0,17.0,49308.0,1.0,198.0,20.0,-2.0,66.0,36.0,2.0,48.0,10.0,4.0,17.0,57.0,7.0,2.3,10.80584161867141,0.0,1,1,1,3,2,2,1
175.0,1194.0,69.0,14.0,110699.0,42.0,32.0,2225.0,1282.0,2.0,41.0,5.0,36.0,8.0,10.0,9.0,35.0,7.0,3.3,11.61457008523226,7.156176637480615,4,3,4,11,1,2,2
176.0,1074.0,77.0,20.0,101500.0,38.0,86.0,1977.0,972.0,2.0,75.0,2.0,19.0,2.0,2.0,4.0,7.0,1.0,2.9,11.52781407746398,6.879355804460439,4,1,4,9,1,0,2
177.0,1240.0,32.0,16.0,49386.0,9.0,41.0,254.0,103.0,11.0,34.0,1.0,29.0,21.0,15.0,19.0,48.0,8.0,3.4,10.8074222622007,4.634728988229636,2,3,2,7,0,2,1
178.0,562.0,61.0,18.0,82751.0,16.0,75.0,590.0,266.0,4.0,55.0,11.0,17.0,15.0,2.0,6.0,20.0,1.0,1.5,11.323591377758436,5.583496308781699,3,2,3,8,2,2,1
179.0,635.0,72.0,19.0,95287.0,26.0,86.0,1214.0,427.0,2.0,34.0,1.0,45.0,5.0,15.0,0.0,15.0,1.0,1.7,11.464648669004788,6.056784013228625,4,1,4,9,1,2,2
180.0,1020.0,67.0,15.0,90577.0,38.0,56.0,1982.0,945.0,1.0,35.0,0.0,42.0,10.0,12.0,4.0,19.0,4.0,2.8,11.413955596667712,6.851184927493743,4,2,4,10,1,2,2
181.0,1151.0,57.0,16.0,94077.0,23.0,69.0,1014.0,408.0,8.0,61.0,2.0,27.0,0.0,10.0,21.0,30.0,3.0,3.2,11.451868874868929,6.0112671744041615,3,2,3,8,1,0,2
182.0,909.0,67.0,16.0,82916.0,25.0,49.0,1149.0,369.0,3.0,69.0,0.0,24.0,3.0,4.0,11.0,17.0,3.0,2.5,11.325583326119402,5.910796644040527,4,3,4,11,1,0,2
183.0,908.0,31.0,17.0,47968.0,4.0,81.0,91.0,-16.0,79.0,38.0,10.0,18.0,13.0,21.0,15.0,44.0,7.0,2.5,10.778289400902324,0.0,1,1,2,4,0,1,0
184.0,737.0,38.0,19.0,39917.0,4.0,68.0,48.0,-14.0,79.0,57.0,3.0,19.0,14.0,7.0,35.0,36.0,3.0,2.0,10.594557577300874,0.0,1,2,1,4,2,2,1
185.0,1019.0,24.0,16.0,45638.0,1.0,495.0,19.0,-5.0,78.0,38.0,10.0,35.0,7.0,10.0,63.0,33.0,5.0,2.8,10.72849598180637,0.0,1,1,1,3,0,1,0
186.0,853.0,35.0,16.0,59349.0,2.0,57.0,33.0,-7.0,77.0,72.0,4.0,21.0,2.0,1.0,7.0,45.0,4.0,2.3,10.9911905506962,0.0,1,2,1,4,2,0,3
187.0,1110.0,59.0,15.0,81666.0,17.0,49.0,659.0,110.0,34.0,58.0,21.0,10.0,7.0,4.0,9.0,32.0,5.0,3.0,11.310393037560129,4.700480365792417,3,3,3,9,0,2,1
188.0,1070.0,57.0,18.0,94027.0,21.0,72.0,885.0,200.0,16.0,56.0,8.0,21.0,10.0,5.0,1.0,33.0,5.0,2.9,11.451337254050896,5.298317366548036,3,2,3,8,0,2,1
189.0,798.0,73.0,20.0,104462.0,27.0,93.0,1282.0,622.0,1.0,37.0,1.0,50.0,9.0,3.0,21.0,12.0,1.0,2.2,11.556578647891632,6.432940092739179,4,1,4,9,1,2,2
190.0,1213.0,32.0,17.0,37518.0,7.0,7.0,182.0,-23.0,68.0,34.0,18.0,36.0,6.0,6.0,58.0,70.0,9.0,3.3,10.532576096795353,0.0,2,4,2,8,0,1,0
191.0,860.0,78.0,19.0,108063.0,29.0,19.0,1410.0,623.0,1.0,69.0,2.0,24.0,2.0,3.0,1.0,18.0,2.0,2.4,11.590469669366938,6.434546518787453,4,4,4,12,1,0,2
192.0,599.0,77.0,19.0,112155.0,31.0,60.0,1529.0,545.0,1.0,40.0,5.0,49.0,3.0,3.0,17.0,24.0,2.0,1.6,11.627637122102126,6.300785794663244,4,2,4,10,1,2,2
193.0,741.0,22.0,16.0,24950.0,3.0,32.0,42.0,0.0,52.0,13.0,19.0,41.0,13.0,14.0,22.0,64.0,8.0,2.0,10.124629101179664,0.0,1,3,1,5,2,1,0
194.0,572.0,28.0,16.0,49808.0,3.0,29.0,50.0,0.0,48.0,43.0,0.0,38.0,9.0,10.0,12.0,58.0,6.0,1.6,10.81593089268139,0.0,1,3,1,5,2,2,1
195.0,967.0,28.0,17.0,54292.0,23.0,72.0,1011.0,436.0,7.0,41.0,11.0,36.0,1.0,11.0,42.0,31.0,6.0,2.6,10.902132165417855,6.077642243349034,3,2,3,8,1,2,2
196.0,793.0,46.0,16.0,68921.0,12.0,44.0,384.0,79.0,23.0,82.0,1.0,15.0,1.0,1.0,22.0,47.0,6.0,2.2,11.140716200112925,4.3694478524670215,2,3,2,7,2,0,3
197.0,776.0,25.0,17.0,45859.0,1.0,411.0,20.0,-2.0,64.0,28.0,25.0,34.0,1.0,12.0,7.0,66.0,7.0,2.1,10.733326750679169,0.0,1,1,1,3,2,2,1
198.0,819.0,41.0,16.0,66992.0,5.0,28.0,119.0,-4.0,55.0,73.0,0.0,23.0,1.0,2.0,37.0,62.0,7.0,2.2,11.112328488258925,0.0,2,3,2,7,2,0,3
199.0,1173.0,68.0,18.0,107430.0,31.0,85.0,1537.0,476.0,3.0,54.0,9.0,28.0,3.0,6.0,1.0,12.0,2.0,3.2,11.584594751660587,6.16541785423142,4,1,4,9,1,2,2
200.0,1197.0,57.0,18.0,78207.0,26.0,25.0,1218.0,254.0,15.0,79.0,1.0,16.0,1.0,2.0,1.0,25.0,6.0,3.3,11.267114436593754,5.537334267018537,4,4,4,12,0,0,3
201.0,580.0,24.0,17.0,35658.0,4.0,99.0,40.0,-1.0,53.0,16.0,33.0,25.0,14.0,12.0,49.0,57.0,5.0,1.6,10.481728804594717,0.0,1,1,1,3,2,1,0
202.0,774.0,60.0,19.0,95471.0,24.0,3.0,1079.0,517.0,4.0,32.0,5.0,49.0,7.0,7.0,9.0,33.0,4.0,2.1,11.466577815431828,6.248042874508429,3,4,4,11,1,2,2
203.0,1019.0,45.0,14.0,56404.0,3.0,52.0,66.0,-15.0,75.0,37.0,22.0,21.0,5.0,14.0,9.0,54.0,7.0,2.8,10.94029535695712,0.0,1,3,2,6,0,2,1
204.0,1185.0,46.0,18.0,78262.0,26.0,26.0,1214.0,429.0,20.0,89.0,1.0,9.0,1.0,0.0,1.0,68.0,9.0,3.2,11.267817451277368,6.061456918928017,4,4,4,12,0,0,3
205.0,1111.0,75.0,16.0,112890.0,43.0,44.0,2286.0,857.0,2.0,61.0,3.0,26.0,7.0,4.0,3.0,19.0,5.0,3.0,11.634169172255593,6.75343791859778,4,3,4,11,1,0,2
206.0,1211.0,42.0,17.0,52206.0,9.0,7.0,262.0,13.0,45.0,55.0,5.0,22.0,3.0,15.0,55.0,29.0,5.0,3.3,10.86295270979408,2.5649493574615367,2,4,2,8,0,2,1
207.0,824.0,77.0,18.0,103239.0,22.0,15.0,952.0,328.0,1.0,41.0,5.0,51.0,1.0,2.0,1.0,15.0,2.0,2.3,11.544801967617486,5.793013608384144,3,4,3,10,1,2,2
208.0,920.0,45.0,14.0,73027.0,9.0,80.0,255.0,-23.0,59.0,65.0,8.0,19.0,0.0,8.0,2.0,59.0,7.0,2.5,11.198584514761762,0.0,2,1,2,5,0,0,3
209.0,754.0,59.0,18.0,82685.0,6.0,24.0,150.0,47.0,20.0,61.0,10.0,26.0,2.0,1.0,16.0,22.0,1.0,2.1,11.322793486084295,3.8501476017100575,2,4,2,8,2,0,3
210.0,1234.0,52.0,15.0,86870.0,23.0,60.0,1027.0,209.0,27.0,72.0,3.0,21.0,2.0,2.0,52.0,56.0,8.0,3.4,11.372168027253966,5.342334251964811,3,2,3,8,0,0,3
211.0,554.0,24.0,15.0,22543.0,3.0,35.0,31.0,1.0,39.0,7.0,2.0,29.0,52.0,10.0,60.0,59.0,6.0,1.5,10.023179875454131,0.0,1,3,1,5,2,1,0
212.0,903.0,66.0,16.0,99354.0,32.0,56.0,1606.0,802.0,1.0,25.0,19.0,39.0,10.0,7.0,3.0,9.0,1.0,2.5,11.50644450887054,6.687108607866515,4,2,4,10,1,2,2
213.0,1233.0,35.0,18.0,21315.0,4.0,97.0,34.0,-13.0,93.0,32.0,9.0,50.0,5.0,3.0,29.0,58.0,7.0,3.4,9.96716632919931,0.0,1,1,1,3,0,2,1
214.0,807.0,65.0,17.0,69168.0,10.0,88.0,301.0,139.0,3.0,33.0,9.0,34.0,7.0,16.0,2.0,16.0,1.0,2.2,11.144293606907413,4.934473933130692,2,1,2,5,2,2,1
215.0,951.0,76.0,16.0,95433.0,25.0,38.0,1138.0,491.0,2.0,37.0,15.0,31.0,12.0,5.0,4.0,12.0,1.0,2.6,11.466179709572318,6.19644412779452,4,3,4,11,1,2,2
216.0,784.0,41.0,19.0,56732.0,2.0,49.0,35.0,-5.0,69.0,74.0,0.0,24.0,1.0,1.0,2.0,56.0,5.0,2.1,10.946093704414498,0.0,1,3,1,5,2,0,3
217.0,1140.0,20.0,14.0,36269.0,4.0,55.0,75.0,-2.0,54.0,13.0,49.0,17.0,16.0,5.0,58.0,73.0,9.0,3.1,10.498718660901549,0.0,1,2,2,5,0,1,0
218.0,753.0,44.0,20.0,59211.0,4.0,11.0,66.0,-9.0,61.0,70.0,0.0,25.0,2.0,3.0,14.0,48.0,6.0,2.1,10.988862614422215,0.0,1,4,2,7,2,0,3
219.0,862.0,33.0,17.0,53491.0,2.0,25.0,42.0,-7.0,73.0,52.0,8.0,30.0,2.0,8.0,10.0,65.0,8.0,2.4,10.887268694433738,0.0,1,4,1,6,0,2,1
220.0,770.0,63.0,17.0,91985.0,14.0,23.0,484.0,178.0,13.0,46.0,8.0,37.0,6.0,4.0,7.0,31.0,3.0,2.1,11.429380799259883,5.181783550292085,3,4,3,10,2,2,1
221.0,1035.0,58.0,18.0,109154.0,33.0,40.0,1665.0,512.0,3.0,34.0,4.0,28.0,11.0,23.0,15.0,33.0,4.0,2.8,11.60051500812292,6.238324625039508,4,3,4,11,1,2,2
222.0,976.0,23.0,17.0,25506.0,2.0,13.0,27.0,5.0,33.0,20.0,1.0,15.0,31.0,33.0,28.0,48.0,6.0,2.7,10.146668997586843,1.6094379124341005,1,4,1,6,0,1,0
223.0,936.0,43.0,18.0,64200.0,8.0,24.0,217.0,36.0,32.0,80.0,1.0,18.0,1.0,1.0,22.0,60.0,7.0,2.6,11.069758489678051,3.58351893845611,2,4,2,8,0,0,3
224.0,839.0,64.0,16.0,104625.0,24.0,18.0,1077.0,383.0,3.0,74.0,3.0,12.0,5.0,5.0,4.0,43.0,5.0,2.3,11.558137807791775,5.948034989180646,3,4,3,10,2,0,3
225.0,669.0,19.0,13.0,35844.0,9.0,54.0,256.0,-6.0,55.0,8.0,16.0,29.0,32.0,15.0,65.0,54.0,8.0,1.8,10.48693146800411,0.0,2,2,2,6,2,1,0
226.0,788.0,37.0,17.0,44786.0,1.0,65.0,8.0,-2.0,85.0,50.0,3.0,36.0,6.0,5.0,28.0,73.0,7.0,2.2,10.709650869564776,0.0,1,2,1,4,2,2,1
227.0,842.0,51.0,20.0,52243.0,4.0,27.0,90.0,14.0,28.0,93.0,1.0,4.0,0.0,2.0,6.0,37.0,4.0,2.3,10.863661189560236,2.6390573296152584,1,3,2,6,2,0,3
228.0,1115.0,74.0,17.0,131771.0,50.0,61.0,2703.0,1549.0,1.0,59.0,4.0,18.0,7.0,12.0,13.0,12.0,3.0,3.1,11.7888208464913,7.345364840416867,4,2,4,10,1,2,2
229.0,1249.0,71.0,19.0,93876.0,30.0,27.0,1472.0,772.0,4.0,71.0,1.0,14.0,10.0,4.0,3.0,17.0,3.0,3.4,11.449730041473082,6.648984550024776,4,3,4,11,1,0,2
230.0,1075.0,29.0,15.0,45697.0,21.0,81.0,902.0,149.0,22.0,47.0,4.0,40.0,2.0,7.0,23.0,50.0,8.0,2.9,10.729787929213312,5.003946305945459,3,1,3,7,0,2,1
231.0,950.0,29.0,18.0,42439.0,1.0,113.0,17.0,0.0,48.0,62.0,8.0,11.0,6.0,14.0,13.0,34.0,4.0,2.6,10.655823029773597,0.0,1,1,1,3,2,2,1
232.0,727.0,28.0,15.0,68214.0,12.0,95.0,388.0,74.0,24.0,20.0,23.0,28.0,22.0,7.0,8.0,57.0,6.0,2.0,11.130405101357162,4.30406509320417,2,1,3,6,2,1,0
233.0,617.0,70.0,18.0,94293.0,23.0,48.0,1024.0,315.0,2.0,72.0,2.0,20.0,3.0,3.0,2.0,10.0,1.0,1.7,11.454162234689184,5.752572638825633,3,3,3,9,2,0,3
234.0,1226.0,63.0,19.0,110081.0,38.0,81.0,1986.0,678.0,5.0,76.0,4.0,19.0,0.0,1.0,2.0,22.0,4.0,3.4,11.608971737428234,6.519147287940395,4,1,4,9,1,0,2
235.0,775.0,75.0,16.0,116432.0,37.0,81.0,1914.0,1182.0,0.0,45.0,7.0,31.0,8.0,9.0,5.0,8.0,1.0,2.1,11.665062690586868,7.074963197966044,4,1,4,9,1,2,2
236.0,1085.0,38.0,15.0,58261.0,12.0,10.0,386.0,73.0,22.0,31.0,13.0,33.0,1.0,22.0,41.0,39.0,6.0,3.0,10.972688194801409,4.290459441148391,2,4,3,9,0,1,0
237.0,701.0,53.0,18.0,80587.0,8.0,55.0,219.0,90.0,7.0,88.0,1.0,9.0,1.0,1.0,16.0,50.0,4.0,1.9,11.297092625163456,4.499809670330265,2,2,2,6,2,0,3
238.0,1217.0,38.0,17.0,50346.0,9.0,20.0,256.0,67.0,18.0,33.0,2.0,15.0,45.0,5.0,11.0,45.0,7.0,3.3,10.826674451098125,4.204692619390966,2,4,2,8,0,1,0
239.0,793.0,23.0,17.0,24468.0,3.0,1.0,38.0,2.0,41.0,3.0,34.0,25.0,2.0,37.0,21.0,72.0,7.0,2.2,10.105121420362456,0.6931471805599453,1,4,1,6,2,1,0
240.0,691.0,34.0,17.0,57201.0,5.0,84.0,120.0,-8.0,58.0,65.0,2.0,30.0,2.0,2.0,47.0,67.0,8.0,1.9,10.954326659732557,0.0,2,1,2,5,2,0,3
241.0,598.0,71.0,14.0,105618.0,27.0,56.0,1281.0,390.0,1.0,27.0,22.0,24.0,21.0,6.0,29.0,21.0,2.0,1.6,11.567584090274028,5.966146739123692,4,2,4,10,2,1,0
242.0,990.0,64.0,18.0,100772.0,25.0,97.0,1154.0,301.0,15.0,50.0,10.0,26.0,9.0,5.0,9.0,29.0,4.0,2.7,11.520615818254235,5.707110264748875,4,1,4,9,1,2,2
243.0,950.0,45.0,17.0,71873.0,11.0,45.0,343.0,85.0,24.0,81.0,4.0,12.0,1.0,2.0,27.0,56.0,7.0,2.6,11.18265595162554,4.442651256490317,2,3,2,7,0,0,3
244.0,698.0,53.0,15.0,81358.0,18.0,1.0,707.0,61.0,41.0,86.0,1.0,12.0,1.0,0.0,19.0,38.0,6.0,1.9,11.306614448316068,4.110873864173311,3,4,3,10,2,0,3
245.0,1238.0,75.0,14.0,113779.0,38.0,48.0,1985.0,702.0,1.0,14.0,6.0,57.0,21.0,2.0,35.0,10.0,3.0,3.4,11.642013249375172,6.553933404025811,4,3,4,11,1,2,2
246.0,782.0,58.0,19.0,90903.0,17.0,2.0,652.0,107.0,27.0,70.0,2.0,21.0,5.0,2.0,6.0,25.0,2.0,2.1,11.417548282921302,4.672828834461906,3,4,3,10,2,0,3
247.0,830.0,70.0,19.0,91716.0,24.0,46.0,1078.0,474.0,3.0,36.0,9.0,49.0,3.0,2.0,5.0,15.0,1.0,2.3,11.426452125030885,6.161207321695077,3,3,3,9,1,2,2
248.0,1098.0,71.0,18.0,102553.0,38.0,13.0,1978.0,1012.0,4.0,30.0,1.0,63.0,3.0,2.0,1.0,12.0,3.0,3.0,11.538135017095064,6.919683849847411,4,4,4,12,1,2,2
249.0,981.0,54.0,17.0,87087.0,8.0,65.0,225.0,48.0,29.0,50.0,3.0,41.0,1.0,4.0,17.0,37.0,4.0,2.7,11.374662897969804,3.871201010907891,2,2,2,6,0,2,1
250.0,805.0,19.0,13.0,22539.0,2.0,90.0,24.0,-3.0,81.0,12.0,28.0,32.0,23.0,5.0,10.0,64.0,8.0,2.2,10.02300242103727,0.0,1,1,1,3,0,1,0
251.0,1115.0,75.0,17.0,112662.0,43.0,69.0,2291.0,804.0,1.0,41.0,4.0,51.0,4.0,0.0,10.0,15.0,4.0,3.1,11.632147464820866,6.689599269178967,4,2,4,10,1,2,2
252.0,1174.0,41.0,17.0,57733.0,6.0,87.0,150.0,11.0,43.0,61.0,2.0,35.0,1.0,1.0,21.0,63.0,8.0,3.2,10.96358421275364,2.3978952727983707,2,1,2,5,0,0,3
253.0,600.0,26.0,20.0,37229.0,3.0,80.0,31.0,1.0,44.0,36.0,1.0,44.0,5.0,15.0,38.0,58.0,4.0,1.6,10.524843306446932,0.0,1,1,1,3,2,2,1
254.0,988.0,30.0,15.0,18229.0,2.0,86.0,20.0,-4.0,93.0,32.0,11.0,47.0,5.0,5.0,27.0,61.0,8.0,2.7,9.81076901153292,0.0,1,1,1,3,0,2,1
255.0,1044.0,31.0,15.0,45684.0,5.0,19.0,117.0,7.0,40.0,39.0,4.0,23.0,16.0,19.0,18.0,65.0,8.0,2.9,10.729503406170496,1.9459101490553128,2,4,2,8,0,1,0
256.0,1223.0,24.0,18.0,47092.0,21.0,11.0,887.0,144.0,16.0,23.0,14.0,52.0,8.0,3.0,17.0,59.0,9.0,3.4,10.759858414198089,4.969813299576001,3,4,3,10,0,2,1
