Custid,Dayswus,Age,Edu,Income,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,YearsAsCustomer,logIncome,logLTV,FrequencyScore,RecencyScore,MonetaryScore,RFM
139,834.0,45.0,17.0,62529.0,7.0,27.0,187.0,27.0,27.0,91.0,0.0,7.0,1.0,1.0,8.0,50.0,5.0,2.3,11.043385728109781,3.295836866004329,2,3,2,7
140,733.0,64.0,20.0,107978.0,31.0,95.0,1534.0,474.0,7.0,84.0,1.0,14.0,0.0,1.0,1.0,33.0,4.0,2.0,11.589682781652236,6.161207321695077,4,1,4,9
141,1228.0,48.0,19.0,70664.0,16.0,50.0,596.0,153.0,21.0,88.0,1.0,10.0,0.0,1.0,10.0,43.0,5.0,3.4,11.165691528424968,5.030437921392435,3,3,3,9
142,862.0,62.0,19.0,87135.0,12.0,43.0,384.0,82.0,15.0,74.0,1.0,22.0,1.0,2.0,6.0,35.0,4.0,2.4,11.375213919094742,4.406719247264253,2,3,2,7
143,1101.0,50.0,16.0,69849.0,16.0,65.0,599.0,58.0,39.0,27.0,3.0,21.0,19.0,30.0,20.0,51.0,7.0,3.0,11.154091048190358,4.060443010546419,3,2,3,8
144,746.0,47.0,19.0,83657.0,25.0,24.0,1145.0,252.0,17.0,83.0,1.0,15.0,0.0,0.0,2.0,43.0,7.0,2.0,11.334480384922195,5.529429087511423,4,4,4,12
145,623.0,50.0,18.0,73665.0,5.0,81.0,119.0,26.0,26.0,82.0,1.0,16.0,1.0,0.0,10.0,46.0,3.0,1.7,11.207283067141455,3.258096538021482,2,1,2,5
146,973.0,64.0,18.0,114686.0,36.0,49.0,1856.0,517.0,5.0,73.0,2.0,17.0,3.0,5.0,3.0,36.0,4.0,2.7,11.649953238126422,6.248042874508429,4,3,4,11
147,697.0,38.0,19.0,52077.0,4.0,8.0,92.0,-1.0,51.0,67.0,1.0,31.0,0.0,1.0,3.0,40.0,5.0,1.9,10.86047867153666,0.0,1,4,2,7
148,935.0,53.0,16.0,81178.0,17.0,95.0,662.0,154.0,14.0,73.0,4.0,13.0,4.0,6.0,15.0,37.0,4.0,2.6,11.3043995534794,5.0369526024136295,3,1,3,7
149,598.0,66.0,19.0,97010.0,28.0,72.0,1348.0,359.0,6.0,93.0,0.0,6.0,0.0,0.0,1.0,40.0,6.0,1.6,11.48256934495533,5.883322388488279,4,2,4,10
150,1241.0,54.0,15.0,72949.0,18.0,28.0,711.0,-5.0,51.0,41.0,11.0,19.0,23.0,6.0,30.0,37.0,7.0,3.4,11.197515845837785,0.0,3,3,3,9
151,767.0,47.0,14.0,60745.0,16.0,49.0,592.0,166.0,7.0,51.0,5.0,30.0,6.0,7.0,18.0,49.0,7.0,2.1,11.014440053288842,5.111987788356544,3,3,3,9
152,582.0,66.0,16.0,98152.0,25.0,21.0,1141.0,297.0,7.0,29.0,1.0,54.0,5.0,11.0,2.0,22.0,3.0,1.6,11.494272576471019,5.6937321388027,4,4,4,12
153,802.0,75.0,15.0,89645.0,18.0,65.0,715.0,219.0,3.0,33.0,5.0,47.0,1.0,14.0,29.0,18.0,2.0,2.2,11.403612705029527,5.389071729816501,3,2,3,8
154,795.0,33.0,17.0,53555.0,8.0,40.0,216.0,16.0,40.0,46.0,1.0,36.0,14.0,4.0,35.0,60.0,8.0,2.2,10.88846444219873,2.772588722239781,2,3,2,7
155,588.0,48.0,19.0,71375.0,8.0,10.0,217.0,38.0,32.0,68.0,2.0,26.0,1.0,2.0,17.0,48.0,5.0,1.6,11.175702946958312,3.6375861597263857,2,4,2,8
156,1018.0,70.0,19.0,110624.0,39.0,75.0,2039.0,680.0,1.0,37.0,4.0,49.0,3.0,7.0,10.0,13.0,2.0,2.8,11.613892342721352,6.522092798170152,4,2,4,10
157,623.0,75.0,16.0,99820.0,26.0,96.0,1220.0,346.0,2.0,32.0,7.0,53.0,7.0,1.0,2.0,13.0,1.0,1.7,11.5111238430236,5.846438775057725,4,1,4,9
158,866.0,60.0,17.0,81789.0,15.0,88.0,547.0,266.0,4.0,61.0,0.0,23.0,8.0,8.0,3.0,53.0,6.0,2.4,11.311898039220727,5.583496308781699,3,1,3,7
159,713.0,78.0,14.0,133815.0,46.0,24.0,2470.0,803.0,1.0,39.0,14.0,32.0,8.0,7.0,1.0,15.0,2.0,2.0,11.804213528015994,6.688354713946762,4,4,4,12
160,960.0,23.0,16.0,51453.0,1.0,465.0,20.0,-2.0,68.0,16.0,9.0,41.0,15.0,19.0,15.0,66.0,8.0,2.6,10.84842404860019,0.0,1,1,1,3
161,991.0,52.0,19.0,62710.0,8.0,64.0,218.0,-2.0,51.0,86.0,1.0,12.0,0.0,1.0,5.0,60.0,8.0,2.7,11.046276203537067,0.0,2,2,2,6
162,929.0,58.0,18.0,83532.0,20.0,2.0,840.0,431.0,6.0,85.0,1.0,13.0,0.0,1.0,1.0,35.0,5.0,2.5,11.332985070956667,6.066108090103747,3,4,3,10
163,731.0,63.0,19.0,97551.0,13.0,54.0,441.0,-24.0,57.0,70.0,4.0,25.0,1.0,0.0,2.0,53.0,5.0,2.0,11.488130597151969,0.0,3,2,3,8
164,1208.0,49.0,15.0,75317.0,19.0,97.0,777.0,240.0,11.0,77.0,2.0,10.0,1.0,10.0,13.0,46.0,6.0,3.3,11.229461151919434,5.480638923341991,3,1,3,7
165,936.0,30.0,17.0,50315.0,2.0,96.0,32.0,6.0,32.0,41.0,3.0,14.0,23.0,18.0,1.0,38.0,4.0,2.6,10.826058522367434,1.791759469228055,1,1,1,3
166,1078.0,72.0,16.0,122266.0,37.0,58.0,1922.0,707.0,1.0,30.0,9.0,50.0,5.0,6.0,1.0,22.0,3.0,3.0,11.713954278118768,6.561030665896573,4,2,4,10
167,804.0,30.0,15.0,40016.0,7.0,32.0,183.0,-50.0,83.0,29.0,4.0,47.0,13.0,6.0,8.0,67.0,9.0,2.2,10.597034653117401,0.0,2,3,2,7
168,821.0,77.0,17.0,104534.0,37.0,71.0,1920.0,1025.0,0.0,49.0,5.0,35.0,8.0,4.0,1.0,15.0,3.0,2.2,11.557267656320963,6.932447891572509,4,2,4,10
169,1107.0,58.0,15.0,103628.0,29.0,68.0,1401.0,595.0,15.0,54.0,10.0,24.0,1.0,11.0,4.0,29.0,4.0,3.0,11.54856284256136,6.38856140554563,4,2,4,10
170,647.0,37.0,19.0,68440.0,4.0,22.0,76.0,3.0,45.0,65.0,2.0,22.0,6.0,5.0,2.0,33.0,2.0,1.8,11.13371272800613,1.0986122886681098,1,4,2,7
171,786.0,44.0,19.0,60119.0,7.0,77.0,184.0,-42.0,82.0,81.0,1.0,16.0,2.0,1.0,7.0,59.0,7.0,2.2,11.004081210328707,0.0,2,2,2,6
172,882.0,33.0,14.0,51602.0,5.0,71.0,69.0,1.0,48.0,19.0,17.0,36.0,15.0,12.0,58.0,61.0,6.0,2.4,10.85131571040844,0.0,2,2,2,6
173,965.0,67.0,18.0,86621.0,26.0,15.0,1205.0,393.0,2.0,51.0,5.0,37.0,2.0,5.0,2.0,15.0,3.0,2.6,11.369297559379882,5.973809611869261,4,4,4,12
174,825.0,26.0,17.0,49308.0,1.0,198.0,20.0,-2.0,66.0,36.0,2.0,48.0,10.0,4.0,17.0,57.0,7.0,2.3,10.80584161867141,0.0,1,1,1,3
175,1194.0,69.0,14.0,110699.0,42.0,32.0,2225.0,1282.0,2.0,41.0,5.0,36.0,8.0,10.0,9.0,35.0,7.0,3.3,11.614570085232259,7.156176637480615,4,3,4,11
176,1074.0,77.0,20.0,101500.0,38.0,86.0,1977.0,972.0,2.0,75.0,2.0,19.0,2.0,2.0,4.0,7.0,1.0,2.9,11.52781407746398,6.879355804460439,4,1,4,9
177,1240.0,32.0,16.0,49386.0,9.0,41.0,254.0,103.0,11.0,34.0,1.0,29.0,21.0,15.0,19.0,48.0,8.0,3.4,10.8074222622007,4.634728988229636,2,3,2,7
178,562.0,61.0,18.0,82751.0,16.0,75.0,590.0,266.0,4.0,55.0,11.0,17.0,15.0,2.0,6.0,20.0,1.0,1.5,11.323591377758436,5.583496308781699,3,2,3,8
179,635.0,72.0,19.0,95287.0,26.0,86.0,1214.0,427.0,2.0,34.0,1.0,45.0,5.0,15.0,0.0,15.0,1.0,1.7,11.464648669004788,6.056784013228625,4,1,4,9
180,1020.0,67.0,15.0,90577.0,38.0,56.0,1982.0,945.0,1.0,35.0,0.0,42.0,10.0,12.0,4.0,19.0,4.0,2.8,11.413955596667712,6.851184927493743,4,2,4,10
181,1151.0,57.0,16.0,94077.0,23.0,69.0,1014.0,408.0,8.0,61.0,2.0,27.0,0.0,10.0,21.0,30.0,3.0,3.2,11.451868874868927,6.0112671744041615,3,2,3,8
182,909.0,67.0,16.0,82916.0,25.0,49.0,1149.0,369.0,3.0,69.0,0.0,24.0,3.0,4.0,11.0,17.0,3.0,2.5,11.325583326119402,5.910796644040527,4,3,4,11
183,908.0,31.0,17.0,47968.0,4.0,81.0,91.0,-16.0,79.0,38.0,10.0,18.0,13.0,21.0,15.0,44.0,7.0,2.5,10.778289400902324,0.0,1,1,2,4
184,737.0,38.0,19.0,39917.0,4.0,68.0,48.0,-14.0,79.0,57.0,3.0,19.0,14.0,7.0,35.0,36.0,3.0,2.0,10.594557577300874,0.0,1,2,1,4
185,1019.0,24.0,16.0,45638.0,1.0,495.0,19.0,-5.0,78.0,38.0,10.0,35.0,7.0,10.0,63.0,33.0,5.0,2.8,10.72849598180637,0.0,1,1,1,3
186,853.0,35.0,16.0,59349.0,2.0,57.0,33.0,-7.0,77.0,72.0,4.0,21.0,2.0,1.0,7.0,45.0,4.0,2.3,10.991190550696201,0.0,1,2,1,4
187,1110.0,59.0,15.0,81666.0,17.0,49.0,659.0,110.0,34.0,58.0,21.0,10.0,7.0,4.0,9.0,32.0,5.0,3.0,11.310393037560129,4.700480365792417,3,3,3,9
188,1070.0,57.0,18.0,94027.0,21.0,72.0,885.0,200.0,16.0,56.0,8.0,21.0,10.0,5.0,1.0,33.0,5.0,2.9,11.451337254050895,5.298317366548036,3,2,3,8
189,798.0,73.0,20.0,104462.0,27.0,93.0,1282.0,622.0,1.0,37.0,1.0,50.0,9.0,3.0,21.0,12.0,1.0,2.2,11.556578647891632,6.432940092739179,4,1,4,9
190,1213.0,32.0,17.0,37518.0,7.0,7.0,182.0,-23.0,68.0,34.0,18.0,36.0,6.0,6.0,58.0,70.0,9.0,3.3,10.532576096795353,0.0,2,4,2,8
191,860.0,78.0,19.0,108063.0,29.0,19.0,1410.0,623.0,1.0,69.0,2.0,24.0,2.0,3.0,1.0,18.0,2.0,2.4,11.590469669366938,6.434546518787453,4,4,4,12
192,599.0,77.0,19.0,112155.0,31.0,60.0,1529.0,545.0,1.0,40.0,5.0,49.0,3.0,3.0,17.0,24.0,2.0,1.6,11.627637122102126,6.300785794663244,4,2,4,10
193,741.0,22.0,16.0,24950.0,3.0,32.0,42.0,0.0,52.0,13.0,19.0,41.0,13.0,14.0,22.0,64.0,8.0,2.0,10.124629101179664,0.0,1,3,1,5
194,572.0,28.0,16.0,49808.0,3.0,29.0,50.0,0.0,48.0,43.0,0.0,38.0,9.0,10.0,12.0,58.0,6.0,1.6,10.81593089268139,0.0,1,3,1,5
195,967.0,28.0,17.0,54292.0,23.0,72.0,1011.0,436.0,7.0,41.0,11.0,36.0,1.0,11.0,42.0,31.0,6.0,2.6,10.902132165417855,6.077642243349034,3,2,3,8
196,793.0,46.0,16.0,68921.0,12.0,44.0,384.0,79.0,23.0,82.0,1.0,15.0,1.0,1.0,22.0,47.0,6.0,2.2,11.140716200112923,4.3694478524670215,2,3,2,7
197,776.0,25.0,17.0,45859.0,1.0,411.0,20.0,-2.0,64.0,28.0,25.0,34.0,1.0,12.0,7.0,66.0,7.0,2.1,10.733326750679167,0.0,1,1,1,3
198,819.0,41.0,16.0,66992.0,5.0,28.0,119.0,-4.0,55.0,73.0,0.0,23.0,1.0,2.0,37.0,62.0,7.0,2.2,11.112328488258925,0.0,2,3,2,7
199,1173.0,68.0,18.0,107430.0,31.0,85.0,1537.0,476.0,3.0,54.0,9.0,28.0,3.0,6.0,1.0,12.0,2.0,3.2,11.584594751660589,6.16541785423142,4,1,4,9
200,1197.0,57.0,18.0,78207.0,26.0,25.0,1218.0,254.0,15.0,79.0,1.0,16.0,1.0,2.0,1.0,25.0,6.0,3.3,11.267114436593754,5.537334267018537,4,4,4,12
201,580.0,24.0,17.0,35658.0,4.0,99.0,40.0,-1.0,53.0,16.0,33.0,25.0,14.0,12.0,49.0,57.0,5.0,1.6,10.481728804594715,0.0,1,1,1,3
202,774.0,60.0,19.0,95471.0,24.0,3.0,1079.0,517.0,4.0,32.0,5.0,49.0,7.0,7.0,9.0,33.0,4.0,2.1,11.466577815431828,6.248042874508429,3,4,4,11
203,1019.0,45.0,14.0,56404.0,3.0,52.0,66.0,-15.0,75.0,37.0,22.0,21.0,5.0,14.0,9.0,54.0,7.0,2.8,10.94029535695712,0.0,1,3,2,6
204,1185.0,46.0,18.0,78262.0,26.0,26.0,1214.0,429.0,20.0,89.0,1.0,9.0,1.0,0.0,1.0,68.0,9.0,3.2,11.267817451277368,6.061456918928017,4,4,4,12
205,1111.0,75.0,16.0,112890.0,43.0,44.0,2286.0,857.0,2.0,61.0,3.0,26.0,7.0,4.0,3.0,19.0,5.0,3.0,11.634169172255593,6.75343791859778,4,3,4,11
206,1211.0,42.0,17.0,52206.0,9.0,7.0,262.0,13.0,45.0,55.0,5.0,22.0,3.0,15.0,55.0,29.0,5.0,3.3,10.86295270979408,2.5649493574615367,2,4,2,8
207,824.0,77.0,18.0,103239.0,22.0,15.0,952.0,328.0,1.0,41.0,5.0,51.0,1.0,2.0,1.0,15.0,2.0,2.3,11.544801967617486,5.793013608384144,3,4,3,10
208,920.0,45.0,14.0,73027.0,9.0,80.0,255.0,-23.0,59.0,65.0,8.0,19.0,0.0,8.0,2.0,59.0,7.0,2.5,11.198584514761762,0.0,2,1,2,5
209,754.0,59.0,18.0,82685.0,6.0,24.0,150.0,47.0,20.0,61.0,10.0,26.0,2.0,1.0,16.0,22.0,1.0,2.1,11.322793486084297,3.8501476017100584,2,4,2,8
210,1234.0,52.0,15.0,86870.0,23.0,60.0,1027.0,209.0,27.0,72.0,3.0,21.0,2.0,2.0,52.0,56.0,8.0,3.4,11.372168027253966,5.342334251964811,3,2,3,8
211,554.0,24.0,15.0,22543.0,3.0,35.0,31.0,1.0,39.0,7.0,2.0,29.0,52.0,10.0,60.0,59.0,6.0,1.5,10.023179875454133,0.0,1,3,1,5
212,903.0,66.0,16.0,99354.0,32.0,56.0,1606.0,802.0,1.0,25.0,19.0,39.0,10.0,7.0,3.0,9.0,1.0,2.5,11.506444508870539,6.687108607866515,4,2,4,10
213,1233.0,35.0,18.0,21315.0,4.0,97.0,34.0,-13.0,93.0,32.0,9.0,50.0,5.0,3.0,29.0,58.0,7.0,3.4,9.96716632919931,0.0,1,1,1,3
214,807.0,65.0,17.0,69168.0,10.0,88.0,301.0,139.0,3.0,33.0,9.0,34.0,7.0,16.0,2.0,16.0,1.0,2.2,11.144293606907413,4.9344739331306915,2,1,2,5
215,951.0,76.0,16.0,95433.0,25.0,38.0,1138.0,491.0,2.0,37.0,15.0,31.0,12.0,5.0,4.0,12.0,1.0,2.6,11.466179709572318,6.19644412779452,4,3,4,11
216,784.0,41.0,19.0,56732.0,2.0,49.0,35.0,-5.0,69.0,74.0,0.0,24.0,1.0,1.0,2.0,56.0,5.0,2.1,10.946093704414498,0.0,1,3,1,5
217,1140.0,20.0,14.0,36269.0,4.0,55.0,75.0,-2.0,54.0,13.0,49.0,17.0,16.0,5.0,58.0,73.0,9.0,3.1,10.498718660901549,0.0,1,2,2,5
218,753.0,44.0,20.0,59211.0,4.0,11.0,66.0,-9.0,61.0,70.0,0.0,25.0,2.0,3.0,14.0,48.0,6.0,2.1,10.988862614422217,0.0,1,4,2,7
219,862.0,33.0,17.0,53491.0,2.0,25.0,42.0,-7.0,73.0,52.0,8.0,30.0,2.0,8.0,10.0,65.0,8.0,2.4,10.887268694433738,0.0,1,4,1,6
220,770.0,63.0,17.0,91985.0,14.0,23.0,484.0,178.0,13.0,46.0,8.0,37.0,6.0,4.0,7.0,31.0,3.0,2.1,11.429380799259883,5.181783550292085,3,4,3,10
221,1035.0,58.0,18.0,109154.0,33.0,40.0,1665.0,512.0,3.0,34.0,4.0,28.0,11.0,23.0,15.0,33.0,4.0,2.8,11.600515008122919,6.238324625039508,4,3,4,11
222,976.0,23.0,17.0,25506.0,2.0,13.0,27.0,5.0,33.0,20.0,1.0,15.0,31.0,33.0,28.0,48.0,6.0,2.7,10.146668997586845,1.6094379124341003,1,4,1,6
223,936.0,43.0,18.0,64200.0,8.0,24.0,217.0,36.0,32.0,80.0,1.0,18.0,1.0,1.0,22.0,60.0,7.0,2.6,11.069758489678053,3.58351893845611,2,4,2,8
224,839.0,64.0,16.0,104625.0,24.0,18.0,1077.0,383.0,3.0,74.0,3.0,12.0,5.0,5.0,4.0,43.0,5.0,2.3,11.558137807791777,5.948034989180646,3,4,3,10
225,669.0,19.0,13.0,35844.0,9.0,54.0,256.0,-6.0,55.0,8.0,16.0,29.0,32.0,15.0,65.0,54.0,8.0,1.8,10.48693146800411,0.0,2,2,2,6
226,788.0,37.0,17.0,44786.0,1.0,65.0,8.0,-2.0,85.0,50.0,3.0,36.0,6.0,5.0,28.0,73.0,7.0,2.2,10.709650869564777,0.0,1,2,1,4
227,842.0,51.0,20.0,52243.0,4.0,27.0,90.0,14.0,28.0,93.0,1.0,4.0,0.0,2.0,6.0,37.0,4.0,2.3,10.863661189560236,2.6390573296152584,1,3,2,6
228,1115.0,74.0,17.0,131771.0,50.0,61.0,2703.0,1549.0,1.0,59.0,4.0,18.0,7.0,12.0,13.0,12.0,3.0,3.1,11.788820846491301,7.3453648404168685,4,2,4,10
229,1249.0,71.0,19.0,93876.0,30.0,27.0,1472.0,772.0,4.0,71.0,1.0,14.0,10.0,4.0,3.0,17.0,3.0,3.4,11.449730041473082,6.648984550024776,4,3,4,11
230,1075.0,29.0,15.0,45697.0,21.0,81.0,902.0,149.0,22.0,47.0,4.0,40.0,2.0,7.0,23.0,50.0,8.0,2.9,10.729787929213312,5.003946305945459,3,1,3,7
231,950.0,29.0,18.0,42439.0,1.0,113.0,17.0,0.0,48.0,62.0,8.0,11.0,6.0,14.0,13.0,34.0,4.0,2.6,10.655823029773595,0.0,1,1,1,3
232,727.0,28.0,15.0,68214.0,12.0,95.0,388.0,74.0,24.0,20.0,23.0,28.0,22.0,7.0,8.0,57.0,6.0,2.0,11.130405101357162,4.30406509320417,2,1,3,6
233,617.0,70.0,18.0,94293.0,23.0,48.0,1024.0,315.0,2.0,72.0,2.0,20.0,3.0,3.0,2.0,10.0,1.0,1.7,11.454162234689184,5.752572638825633,3,3,3,9
234,1226.0,63.0,19.0,110081.0,38.0,81.0,1986.0,678.0,5.0,76.0,4.0,19.0,0.0,1.0,2.0,22.0,4.0,3.4,11.608971737428234,6.519147287940395,4,1,4,9
235,775.0,75.0,16.0,116432.0,37.0,81.0,1914.0,1182.0,0.0,45.0,7.0,31.0,8.0,9.0,5.0,8.0,1.0,2.1,11.665062690586868,7.074963197966044,4,1,4,9
236,1085.0,38.0,15.0,58261.0,12.0,10.0,386.0,73.0,22.0,31.0,13.0,33.0,1.0,22.0,41.0,39.0,6.0,3.0,10.972688194801409,4.290459441148391,2,4,3,9
237,701.0,53.0,18.0,80587.0,8.0,55.0,219.0,90.0,7.0,88.0,1.0,9.0,1.0,1.0,16.0,50.0,4.0,1.9,11.297092625163456,4.499809670330265,2,2,2,6
238,1217.0,38.0,17.0,50346.0,9.0,20.0,256.0,67.0,18.0,33.0,2.0,15.0,45.0,5.0,11.0,45.0,7.0,3.3,10.826674451098125,4.204692619390966,2,4,2,8
239,793.0,23.0,17.0,24468.0,3.0,1.0,38.0,2.0,41.0,3.0,34.0,25.0,2.0,37.0,21.0,72.0,7.0,2.2,10.105121420362455,0.6931471805599453,1,4,1,6
240,691.0,34.0,17.0,57201.0,5.0,84.0,120.0,-8.0,58.0,65.0,2.0,30.0,2.0,2.0,47.0,67.0,8.0,1.9,10.954326659732555,0.0,2,1,2,5
241,598.0,71.0,14.0,105618.0,27.0,56.0,1281.0,390.0,1.0,27.0,22.0,24.0,21.0,6.0,29.0,21.0,2.0,1.6,11.567584090274027,5.966146739123692,4,2,4,10
242,990.0,64.0,18.0,100772.0,25.0,97.0,1154.0,301.0,15.0,50.0,10.0,26.0,9.0,5.0,9.0,29.0,4.0,2.7,11.520615818254235,5.707110264748875,4,1,4,9
243,950.0,45.0,17.0,71873.0,11.0,45.0,343.0,85.0,24.0,81.0,4.0,12.0,1.0,2.0,27.0,56.0,7.0,2.6,11.182655951625541,4.442651256490317,2,3,2,7
244,698.0,53.0,15.0,81358.0,18.0,1.0,707.0,61.0,41.0,86.0,1.0,12.0,1.0,0.0,19.0,38.0,6.0,1.9,11.306614448316068,4.110873864173311,3,4,3,10
245,1238.0,75.0,14.0,113779.0,38.0,48.0,1985.0,702.0,1.0,14.0,6.0,57.0,21.0,2.0,35.0,10.0,3.0,3.4,11.642013249375173,6.553933404025811,4,3,4,11
246,782.0,58.0,19.0,90903.0,17.0,2.0,652.0,107.0,27.0,70.0,2.0,21.0,5.0,2.0,6.0,25.0,2.0,2.1,11.417548282921302,4.672828834461906,3,4,3,10
247,830.0,70.0,19.0,91716.0,24.0,46.0,1078.0,474.0,3.0,36.0,9.0,49.0,3.0,2.0,5.0,15.0,1.0,2.3,11.426452125030885,6.161207321695077,3,3,3,9
248,1098.0,71.0,18.0,102553.0,38.0,13.0,1978.0,1012.0,4.0,30.0,1.0,63.0,3.0,2.0,1.0,12.0,3.0,3.0,11.538135017095064,6.919683849847411,4,4,4,12
249,981.0,54.0,17.0,87087.0,8.0,65.0,225.0,48.0,29.0,50.0,3.0,41.0,1.0,4.0,17.0,37.0,4.0,2.7,11.374662897969804,3.871201010907891,2,2,2,6
250,805.0,19.0,13.0,22539.0,2.0,90.0,24.0,-3.0,81.0,12.0,28.0,32.0,23.0,5.0,10.0,64.0,8.0,2.2,10.02300242103727,0.0,1,1,1,3
251,1115.0,75.0,17.0,112662.0,43.0,69.0,2291.0,804.0,1.0,41.0,4.0,51.0,4.0,0.0,10.0,15.0,4.0,3.1,11.632147464820866,6.6895992691789665,4,2,4,10
252,1174.0,41.0,17.0,57733.0,6.0,87.0,150.0,11.0,43.0,61.0,2.0,35.0,1.0,1.0,21.0,63.0,8.0,3.2,10.96358421275364,2.3978952727983707,2,1,2,5
253,600.0,26.0,20.0,37229.0,3.0,80.0,31.0,1.0,44.0,36.0,1.0,44.0,5.0,15.0,38.0,58.0,4.0,1.6,10.524843306446932,0.0,1,1,1,3
254,988.0,30.0,15.0,18229.0,2.0,86.0,20.0,-4.0,93.0,32.0,11.0,47.0,5.0,5.0,27.0,61.0,8.0,2.7,9.810769011532921,0.0,1,1,1,3
255,1044.0,31.0,15.0,45684.0,5.0,19.0,117.0,7.0,40.0,39.0,4.0,23.0,16.0,19.0,18.0,65.0,8.0,2.9,10.729503406170497,1.9459101490553132,2,4,2,8
256,1223.0,24.0,18.0,47092.0,21.0,11.0,887.0,144.0,16.0,23.0,14.0,52.0,8.0,3.0,17.0,59.0,9.0,3.4,10.759858414198087,4.969813299576001,3,4,3,10
257,981.0,70.0,18.0,101652.0,26.0,29.0,1219.0,460.0,1.0,17.0,6.0,54.0,3.0,20.0,5.0,14.0,2.0,2.7,11.529310494219551,6.131226489483141,4,3,4,11
258,936.0,39.0,14.0,62441.0,3.0,84.0,44.0,-13.0,77.0,51.0,6.0,23.0,10.0,10.0,78.0,45.0,4.0,2.6,11.041977389875884,0.0,1,1,1,3
259,714.0,42.0,17.0,63919.0,12.0,23.0,390.0,62.0,29.0,63.0,1.0,33.0,1.0,1.0,26.0,38.0,4.0,2.0,11.065371935762084,4.127134385045092,2,4,3,9
260,820.0,51.0,19.0,88568.0,26.0,14.0,1213.0,407.0,9.0,86.0,2.0,8.0,2.0,2.0,13.0,50.0,6.0,2.2,11.391525897539303,6.008813185442595,4,4,4,12
261,867.0,48.0,18.0,63613.0,7.0,89.0,180.0,67.0,19.0,79.0,1.0,14.0,2.0,3.0,15.0,50.0,5.0,2.4,11.06057313095659,4.204692619390966,2,1,2,5
262,812.0,25.0,17.0,43284.0,4.0,39.0,93.0,12.0,27.0,78.0,1.0,16.0,1.0,3.0,11.0,54.0,7.0,2.2,10.67553833069154,2.4849066497880004,1,3,2,6
263,1225.0,49.0,19.0,73546.0,17.0,77.0,661.0,-178.0,75.0,89.0,0.0,9.0,1.0,1.0,2.0,57.0,8.0,3.4,11.205666339778414,0.0,3,2,3,8
264,1116.0,41.0,17.0,55440.0,4.0,15.0,90.0,-24.0,73.0,63.0,6.0,27.0,4.0,0.0,4.0,39.0,5.0,3.1,10.923056633863785,0.0,1,4,2,7
265,674.0,67.0,16.0,106908.0,24.0,44.0,1082.0,410.0,7.0,53.0,2.0,26.0,1.0,17.0,6.0,43.0,3.0,1.8,11.579723930508644,6.016157159698354,3,3,4,10
266,1012.0,44.0,18.0,47401.0,4.0,74.0,75.0,-15.0,82.0,55.0,4.0,35.0,2.0,4.0,61.0,49.0,7.0,2.8,10.766398604507042,0.0,1,2,2,5
267,701.0,18.0,12.0,29064.0,3.0,76.0,30.0,-4.0,77.0,8.0,4.0,18.0,13.0,57.0,82.0,49.0,4.0,1.9,10.277255573901037,0.0,1,2,1,4
268,720.0,38.0,16.0,59585.0,2.0,82.0,25.0,-5.0,77.0,73.0,1.0,22.0,2.0,2.0,45.0,70.0,7.0,2.0,10.995159143524907,0.0,1,1,1,3
269,926.0,23.0,17.0,42767.0,5.0,16.0,119.0,17.0,21.0,9.0,13.0,35.0,23.0,20.0,15.0,59.0,8.0,2.5,10.663522056137511,2.833213344056216,2,4,2,8
270,727.0,36.0,19.0,40428.0,1.0,233.0,11.0,-2.0,78.0,69.0,3.0,25.0,3.0,0.0,11.0,58.0,7.0,2.0,10.607277893194553,0.0,1,1,1,3
271,1158.0,35.0,17.0,63762.0,19.0,7.0,765.0,100.0,30.0,68.0,1.0,27.0,3.0,1.0,37.0,40.0,7.0,3.2,11.06291268060075,4.605170185988092,3,4,3,10
272,1185.0,72.0,17.0,98969.0,30.0,33.0,1473.0,798.0,2.0,52.0,7.0,17.0,16.0,8.0,4.0,44.0,6.0,3.2,11.502561948767749,6.682108597449809,4,3,4,11
273,664.0,18.0,12.0,24497.0,2.0,16.0,17.0,0.0,52.0,2.0,15.0,20.0,37.0,26.0,72.0,58.0,6.0,1.8,10.106305940055739,0.0,1,4,1,6
274,1035.0,23.0,15.0,49053.0,3.0,14.0,54.0,8.0,17.0,7.0,6.0,26.0,21.0,40.0,19.0,82.0,9.0,2.8,10.800656625202697,2.0794415416798357,1,4,1,6
275,1101.0,71.0,17.0,90162.0,28.0,56.0,1348.0,419.0,2.0,60.0,0.0,27.0,5.0,8.0,1.0,45.0,6.0,3.0,11.40936333125378,6.037870919922137,4,2,4,10
276,1245.0,57.0,20.0,83340.0,28.0,9.0,1340.0,464.0,7.0,79.0,1.0,12.0,3.0,4.0,21.0,48.0,8.0,3.4,11.330683904976445,6.139884552226255,4,4,4,12
277,1150.0,43.0,19.0,74791.0,14.0,72.0,494.0,92.0,30.0,74.0,1.0,23.0,0.0,2.0,21.0,58.0,8.0,3.2,11.222452835867818,4.5217885770490405,3,2,3,8
278,862.0,19.0,13.0,10000.0,2.0,91.0,23.0,-4.0,88.0,11.0,28.0,34.0,7.0,20.0,21.0,57.0,8.0,2.4,9.210340371976184,0.0,1,1,1,3
